application,endpoint,energy_consumption,runtime
python-flask,/api/register,0.4051558239277709,0.1343481540679931
python-flask,/api/register,0.4137612403127377,0.1387178897857666
python-flask,/api/register,0.3975898135649912,0.133523941040039
python-flask,/api/register,0.3988993456513297,0.1337561607360839
python-flask,/api/register,0.4976602179502832,0.1457140445709228
python-flask,/api/register,0.4016562983737229,0.1327731609344482
python-flask,/api/register,0.4078129597570523,0.1344599723815918
python-flask,/api/register,0.3971981044742278,0.1350760459899902
python-flask,/api/register,0.3969535361022735,0.1330769062042236
python-flask,/api/register,0.39878945010895,0.1336362361907959
python-flask,/api/register,0.425067997431938,0.1389670372009277
python-flask,/api/register,0.4188212463635635,0.1397960186004638
python-flask,/api/register,0.3990238548515207,0.1339609622955322
python-flask,/api/register,0.4027600875197095,0.1351327896118164
python-flask,/api/register,0.3970786009016365,0.1337640285491943
python-flask,/api/register,1.3583018815445485,0.4617147445678711
python-flask,/api/register,0.4009744204381604,0.1350760459899902
python-flask,/api/register,0.3964894488533444,0.1331562995910644
python-flask,/api/register,0.413838599832502,0.1355881690979004
python-flask,/api/register,0.4033931145553993,0.1327669620513916
c-sharp-razor,/api/register,1.4744094681427666,0.4471640586853027
c-sharp-razor,/api/register,1.7646464060500764,0.4582521915435791
c-sharp-razor,/api/register,1.504439303926688,0.4472839832305908
c-sharp-razor,/api/register,1.3283039118659872,0.4420032501220703
c-sharp-razor,/api/register,1.4728479455931165,0.4491801261901855
c-sharp-razor,/api/register,1.429340367359373,0.4361879825592041
c-sharp-razor,/api/register,1.4431747488511064,0.4426031112670898
c-sharp-razor,/api/register,1.4646883445911951,0.4436306953430176
c-sharp-razor,/api/register,1.4516161881031735,0.445842981338501
c-sharp-razor,/api/register,1.678742097781651,0.4517619609832763
c-sharp-razor,/api/register,1.4682975922005426,0.4472827911376953
c-sharp-razor,/api/register,1.4505239131413532,0.4447767734527588
c-sharp-razor,/api/register,1.4665439993772793,0.4474942684173584
c-sharp-razor,/api/register,1.4039992782767283,0.4454360008239746
c-sharp-razor,/api/register,1.4661139389974096,0.4498145580291748
c-sharp-razor,/api/register,1.453249606705185,0.4489071369171142
c-sharp-razor,/api/register,1.4594080734107706,0.4477241039276123
c-sharp-razor,/api/register,1.4430260110364657,0.4421517848968506
c-sharp-razor,/api/register,1.3613173388574749,0.4479777812957763
c-sharp-razor,/api/register,1.466811704410645,0.4444959163665771
javascript-express,/api/register,0.1837950706182594,0.0623400211334228
javascript-express,/api/register,0.1939699683416619,0.0643339157104492
javascript-express,/api/register,0.2238478411442199,0.0638222694396972
javascript-express,/api/register,2.096765664363432,0.6046669483184814
javascript-express,/api/register,0.1850157488238435,0.0616397857666015
javascript-express,/api/register,0.1919751723453372,0.0633869171142578
javascript-express,/api/register,0.218531309513537,0.0726158618927002
javascript-express,/api/register,0.1883307299509624,0.062471866607666
javascript-express,/api/register,0.1952323221844381,0.0634770393371582
javascript-express,/api/register,0.1935716622483594,0.064249038696289
javascript-express,/api/register,0.2132554954232545,0.0633430480957031
javascript-express,/api/register,0.2177482611656955,0.0726158618927002
javascript-express,/api/register,0.1843958649260457,0.0626220703125
javascript-express,/api/register,0.2014697272653617,0.0630469322204589
javascript-express,/api/register,0.1892469090489611,0.0627326965332031
javascript-express,/api/register,0.1910780895195784,0.0636482238769531
javascript-express,/api/register,0.1912018202942817,0.0636308193206787
javascript-express,/api/register,0.1908626474621541,0.0636961460113525
javascript-express,/api/register,0.1905792740455466,0.0634400844573974
javascript-express,/api/register,0.1867207547871315,0.063223123550415
rust-actix,/api/msgs/user0,0.3162885010526678,0.094728946685791
rust-actix,/api/msgs/user0,0.3292285607594181,0.1122009754180908
rust-actix,/api/msgs/user0,0.2724740049064847,0.0921971797943115
rust-actix,/api/msgs/user0,0.3593946705644836,0.1224200725555419
rust-actix,/api/msgs/user0,0.3597347283832732,0.1229698657989502
rust-actix,/api/msgs/user0,0.2807030358243308,0.0934967994689941
rust-actix,/api/msgs/user0,0.321463241948038,0.1117770671844482
rust-actix,/api/msgs/user0,0.2717025769334214,0.0932610034942627
rust-actix,/api/msgs/user0,0.3307788452303838,0.1129829883575439
rust-actix,/api/msgs/user0,0.3365049684307449,0.113807201385498
rust-actix,/api/msgs/user0,0.3513946141849258,0.1227672100067138
rust-actix,/api/msgs/user0,0.2760737537380464,0.0941669940948486
rust-actix,/api/msgs/user0,0.3364909202298347,0.1129250526428222
rust-actix,/api/msgs/user0,0.3288601999427101,0.1117410659790039
rust-actix,/api/msgs/user0,0.337761631817102,0.1148738861083984
rust-actix,/api/msgs/user0,0.3272803701343035,0.1114740371704101
rust-actix,/api/msgs/user0,0.3253563716045844,0.1107568740844726
rust-actix,/api/msgs/user0,0.3377421862883237,0.1148738861083984
rust-actix,/api/msgs/user0,0.2727406778071213,0.0927879810333252
rust-actix,/api/msgs/user0,0.3366880426194142,0.1151878833770752
ruby-sinatra,/api/msgs/user0,0.8316446961916881,0.2846031188964844
ruby-sinatra,/api/msgs/user0,0.9826061923927228,0.2810041904449463
ruby-sinatra,/api/msgs/user0,0.8004188134414107,0.2681310176849365
ruby-sinatra,/api/msgs/user0,0.7434503546836594,0.254889965057373
ruby-sinatra,/api/msgs/user0,0.3043747651668126,0.1039040088653564
ruby-sinatra,/api/msgs/user0,0.3242634396522702,0.1085121631622314
ruby-sinatra,/api/msgs/user0,0.74400836509335,0.2494130134582519
ruby-sinatra,/api/msgs/user0,0.3075451957477069,0.1035130023956298
ruby-sinatra,/api/msgs/user0,0.7506958683913465,0.2479469776153564
ruby-sinatra,/api/msgs/user0,0.7422191739724441,0.2496042251586914
ruby-sinatra,/api/msgs/user0,0.7182721625505905,0.2464549541473388
ruby-sinatra,/api/msgs/user0,0.3400170590248306,0.1046409606933593
ruby-sinatra,/api/msgs/user0,0.3052832404800935,0.1041998863220214
ruby-sinatra,/api/msgs/user0,0.7413360633071875,0.2484118938446045
ruby-sinatra,/api/msgs/user0,0.7456880982440451,0.2496252059936523
ruby-sinatra,/api/msgs/user0,0.7538614216000497,0.2583637237548828
ruby-sinatra,/api/msgs/user0,0.7228808826021121,0.2473969459533691
ruby-sinatra,/api/msgs/user0,0.7512315683181895,0.2526781558990478
ruby-sinatra,/api/msgs/user0,0.3254891905435214,0.1086502075195312
ruby-sinatra,/api/msgs/user0,0.7408014508537235,0.2480640411376953
go-gorilla,/api/msgs/user0,0.3043659410654981,0.1007857322692871
go-gorilla,/api/msgs/user0,0.3848643239801957,0.1284213066101074
go-gorilla,/api/msgs/user0,0.3808053050197486,0.1278572082519531
go-gorilla,/api/msgs/user0,0.3724191696221622,0.1292049884796142
go-gorilla,/api/msgs/user0,0.3733417702861741,0.1288120746612548
go-gorilla,/api/msgs/user0,0.3801633915315959,0.1282911300659179
go-gorilla,/api/msgs/user0,0.2804673337652729,0.0965619087219238
go-gorilla,/api/msgs/user0,0.2866093110120002,0.0964300632476806
go-gorilla,/api/msgs/user0,0.3800305322214398,0.127748966217041
go-gorilla,/api/msgs/user0,0.3307218528948394,0.0966930389404296
go-gorilla,/api/msgs/user0,0.2826544506376648,0.0950348377227783
go-gorilla,/api/msgs/user0,0.2804269151769744,0.0947630405426025
go-gorilla,/api/msgs/user0,0.380733890530564,0.1285188198089599
go-gorilla,/api/msgs/user0,0.4170701197711535,0.1438419818878173
go-gorilla,/api/msgs/user0,0.3811789898080063,0.1286079883575439
go-gorilla,/api/msgs/user0,0.3813840226780485,0.1289081573486328
go-gorilla,/api/msgs/user0,0.2802573393710189,0.0946311950683593
go-gorilla,/api/msgs/user0,0.2920994260855991,0.0986058712005615
go-gorilla,/api/msgs/user0,0.3745147188217286,0.1287202835083007
go-gorilla,/api/msgs/user0,0.2834251102666483,0.0953781604766845
go-gin,/api/msgs/user0,0.2799944321495216,0.096581220626831
go-gin,/api/msgs/user0,0.3860326546987949,0.1312568187713623
go-gin,/api/msgs/user0,0.3941026740449159,0.1296281814575195
go-gin,/api/msgs/user0,0.3847562812024421,0.1293518543243408
go-gin,/api/msgs/user0,0.3034931801181528,0.098574161529541
go-gin,/api/msgs/user0,0.2880048128772614,0.0971851348876953
go-gin,/api/msgs/user0,0.3827948060962852,0.1311678886413574
go-gin,/api/msgs/user0,0.325160217105349,0.099172830581665
go-gin,/api/msgs/user0,0.3832895700469407,0.1294732093811035
go-gin,/api/msgs/user0,0.3858047915733777,0.1303598880767822
go-gin,/api/msgs/user0,0.7758453635103707,0.2661309242248535
go-gin,/api/msgs/user0,0.4740875648200811,0.1293818950653076
go-gin,/api/msgs/user0,0.3841391942763152,0.1291220188140869
go-gin,/api/msgs/user0,0.291347878453507,0.097208023071289
go-gin,/api/msgs/user0,0.3858556503922157,0.1303188800811767
go-gin,/api/msgs/user0,0.285578256388362,0.0964288711547851
go-gin,/api/msgs/user0,0.2899790166441107,0.0974631309509277
go-gin,/api/msgs/user0,0.3375450624116636,0.096290111541748
go-gin,/api/msgs/user0,0.3751155516326887,0.1292688846588134
go-gin,/api/msgs/user0,0.3917692587288001,0.1318840980529785
python-flask,/api/msgs/user0,0.4082712821218591,0.134617805480957
python-flask,/api/msgs/user0,0.3837245744416008,0.131706953048706
python-flask,/api/msgs/user0,0.4344994041139214,0.1468448638916015
python-flask,/api/msgs/user0,0.4002579535772383,0.1344928741455078
python-flask,/api/msgs/user0,0.4013405604193847,0.1354939937591552
python-flask,/api/msgs/user0,0.4036346168604722,0.1362648010253906
python-flask,/api/msgs/user0,0.4019850663426039,0.138071060180664
python-flask,/api/msgs/user0,0.3937346747156878,0.1337220668792724
python-flask,/api/msgs/user0,0.4323717183305005,0.1453490257263183
python-flask,/api/msgs/user0,0.4141875837773908,0.1422951221466064
python-flask,/api/msgs/user0,0.4435749299711914,0.1491270065307617
python-flask,/api/msgs/user0,0.4927579076356208,0.133782148361206
python-flask,/api/msgs/user0,0.4018401588968457,0.1351706981658935
python-flask,/api/msgs/user0,0.3987148923964126,0.1347591876983642
python-flask,/api/msgs/user0,0.4065433156307561,0.1335120201110839
python-flask,/api/msgs/user0,0.4084982020202687,0.1379847526550293
python-flask,/api/msgs/user0,0.4037177870288246,0.1356489658355713
python-flask,/api/msgs/user0,0.4124995558534008,0.1395049095153808
python-flask,/api/msgs/user0,0.4023822443409699,0.1358928680419922
python-flask,/api/msgs/user0,0.3968792644079711,0.1335988044738769
c-sharp-razor,/api/msgs/user0,0.2743182154374606,0.0808019638061523
c-sharp-razor,/api/msgs/user0,0.2480955334556255,0.0818359851837158
c-sharp-razor,/api/msgs/user0,0.4556467984061211,0.1244609355926513
c-sharp-razor,/api/msgs/user0,0.2351284675787608,0.0791130065917968
c-sharp-razor,/api/msgs/user0,0.2490424458989081,0.0819919109344482
c-sharp-razor,/api/msgs/user0,0.2661674814802948,0.0863420963287353
c-sharp-razor,/api/msgs/user0,0.2593543985312861,0.0845718383789062
c-sharp-razor,/api/msgs/user0,0.2382107763915539,0.080075979232788
c-sharp-razor,/api/msgs/user0,0.2456876573203885,0.0830867290496826
c-sharp-razor,/api/msgs/user0,0.2446662655478348,0.0825982093811035
c-sharp-razor,/api/msgs/user0,0.2372417139506523,0.078557014465332
c-sharp-razor,/api/msgs/user0,0.3776379109192474,0.1244609355926513
c-sharp-razor,/api/msgs/user0,0.2446152709887314,0.0809028148651123
c-sharp-razor,/api/msgs/user0,0.2476547349905898,0.0818078517913818
c-sharp-razor,/api/msgs/user0,0.2410172338230722,0.0799860954284668
c-sharp-razor,/api/msgs/user0,0.2468089562125896,0.0813331604003906
c-sharp-razor,/api/msgs/user0,0.331430715456463,0.1117901802062988
c-sharp-razor,/api/msgs/user0,0.2739087792646159,0.0807843208312988
c-sharp-razor,/api/msgs/user0,0.2383849965430044,0.0793929100036621
c-sharp-razor,/api/msgs/user0,0.2377688321196272,0.080284833908081
javascript-express,/api/msgs/user0,0.1905254927422671,0.0634601116180419
javascript-express,/api/msgs/user0,0.2119044647219538,0.0708191394805908
javascript-express,/api/msgs/user0,0.2203826234407413,0.0635161399841308
javascript-express,/api/msgs/user0,0.1905854657359212,0.0634369850158691
javascript-express,/api/msgs/user0,0.1993892348655207,0.0662117004394531
javascript-express,/api/msgs/user0,0.1899920529305631,0.0635421276092529
javascript-express,/api/msgs/user0,0.2547734346301237,0.0727360248565673
javascript-express,/api/msgs/user0,0.1933889476400735,0.0654819011688232
javascript-express,/api/msgs/user0,0.1863445710939116,0.0620501041412353
javascript-express,/api/msgs/user0,0.2532984634893861,0.0642809867858886
javascript-express,/api/msgs/user0,0.2367144288527921,0.0639781951904296
javascript-express,/api/msgs/user0,0.1864274289204104,0.0630819797515869
javascript-express,/api/msgs/user0,0.1941313217128026,0.0643777847290039
javascript-express,/api/msgs/user0,0.1895041232303355,0.0636799335479736
javascript-express,/api/msgs/user0,0.259164304066303,0.0664999485015869
javascript-express,/api/msgs/user0,0.1906326991579588,0.0635900497436523
javascript-express,/api/msgs/user0,0.1865355327328188,0.0631740093231201
javascript-express,/api/msgs/user0,0.1914320199994107,0.0635900497436523
javascript-express,/api/msgs/user0,0.1919019483139548,0.0636398792266845
javascript-express,/api/msgs/user0,0.2036223296364593,0.0663437843322753
rust-actix,/api/msgs,0.2285661501571211,0.0765318870544433
rust-actix,/api/msgs,0.2795490772114135,0.0953369140625
rust-actix,/api/msgs,0.2489910467122057,0.0848734378814697
rust-actix,/api/msgs,0.2478403878064909,0.0826902389526367
rust-actix,/api/msgs,0.2741682089645109,0.0937690734863281
rust-actix,/api/msgs,0.2246767492590605,0.0756311416625976
rust-actix,/api/msgs,0.2715571044797114,0.0926470756530761
rust-actix,/api/msgs,0.2236398835279942,0.0768918991088867
rust-actix,/api/msgs,0.2286942130922397,0.0764179229736328
rust-actix,/api/msgs,0.2230116733830979,0.0766739845275878
rust-actix,/api/msgs,0.2739274936902802,0.0953369140625
rust-actix,/api/msgs,0.2192867927561792,0.0749838352203369
rust-actix,/api/msgs,0.2236500028126897,0.0761868953704834
rust-actix,/api/msgs,0.2135881235360556,0.0743167400360107
rust-actix,/api/msgs,0.2237808879257839,0.0757992267608642
rust-actix,/api/msgs,0.2172895334720124,0.0742177963256836
rust-actix,/api/msgs,0.2260488191602687,0.0765643119812011
rust-actix,/api/msgs,0.2394505506634911,0.0818469524383544
rust-actix,/api/msgs,0.2171699661739692,0.0758132934570312
rust-actix,/api/msgs,0.2220855503701955,0.0759580135345459
ruby-sinatra,/api/msgs,0.6923832392203619,0.2294540405273437
ruby-sinatra,/api/msgs,0.7062268423076147,0.2373089790344238
ruby-sinatra,/api/msgs,0.6969770626968169,0.2304480075836181
ruby-sinatra,/api/msgs,0.7040227183566116,0.2367317676544189
ruby-sinatra,/api/msgs,0.6839684359028978,0.2302799224853515
ruby-sinatra,/api/msgs,0.717119753902807,0.2455701828002929
ruby-sinatra,/api/msgs,0.6942804505973754,0.2383418083190918
ruby-sinatra,/api/msgs,0.6975421170927801,0.2296791076660156
ruby-sinatra,/api/msgs,0.6836505788725161,0.2308859825134277
ruby-sinatra,/api/msgs,0.6968629242632003,0.2301099300384521
ruby-sinatra,/api/msgs,0.6956167694070814,0.2294600009918213
ruby-sinatra,/api/msgs,0.6791760926947177,0.2333829402923584
ruby-sinatra,/api/msgs,0.6865902625889929,0.2298619747161865
ruby-sinatra,/api/msgs,0.6633892289949015,0.2266209125518798
ruby-sinatra,/api/msgs,0.7316540130233307,0.2500584125518799
ruby-sinatra,/api/msgs,0.8105504986324377,0.2717056274414062
ruby-sinatra,/api/msgs,0.7018190588352126,0.2291910648345947
ruby-sinatra,/api/msgs,0.6855860733902546,0.2292039394378662
ruby-sinatra,/api/msgs,0.6668006018218193,0.2281489372253418
ruby-sinatra,/api/msgs,0.7984427242470244,0.2300801277160644
go-gorilla,/api/msgs,0.2371070339293054,0.0789539813995361
go-gorilla,/api/msgs,0.2304201134961657,0.0776410102844238
go-gorilla,/api/msgs,0.2322984061143528,0.0782358646392822
go-gorilla,/api/msgs,0.2283415680537358,0.0779330730438232
go-gorilla,/api/msgs,0.2343003872283587,0.0788211822509765
go-gorilla,/api/msgs,0.2323673062563214,0.0780870914459228
go-gorilla,/api/msgs,0.231736743678823,0.0779330730438232
go-gorilla,/api/msgs,0.2275137058120435,0.0764012336730957
go-gorilla,/api/msgs,0.2379463714987649,0.0801920890808105
go-gorilla,/api/msgs,0.2323289749696184,0.0772969722747802
go-gorilla,/api/msgs,0.2329457316565139,0.0786159038543701
go-gorilla,/api/msgs,0.2333573870396321,0.0785698890686035
go-gorilla,/api/msgs,0.2322692934841369,0.0781159400939941
go-gorilla,/api/msgs,0.2330317460609874,0.0787620544433593
go-gorilla,/api/msgs,0.2269679490516409,0.0767068862915039
go-gorilla,/api/msgs,0.2317544086071732,0.0780751705169677
go-gorilla,/api/msgs,0.3977842789398663,0.1317050457000732
go-gorilla,/api/msgs,0.2320386712809748,0.0780291557312011
go-gorilla,/api/msgs,0.2338457493027589,0.0779471397399902
go-gorilla,/api/msgs,0.2853414855012488,0.0947728157043457
go-gin,/api/msgs,0.2543046723826592,0.0778510570526123
go-gin,/api/msgs,0.233839617213391,0.0789840221405029
go-gin,/api/msgs,0.2250182499744253,0.0772221088409423
go-gin,/api/msgs,0.2317492163382437,0.0783038139343261
go-gin,/api/msgs,0.2317533982530903,0.077869176864624
go-gin,/api/msgs,0.2259240913340362,0.0779180526733398
go-gin,/api/msgs,0.2518688921525721,0.0851061344146728
go-gin,/api/msgs,0.2337324299919598,0.0785050392150878
go-gin,/api/msgs,0.2365968834574232,0.0787379741668701
go-gin,/api/msgs,0.298268388934616,0.0783171653747558
go-gin,/api/msgs,0.2925030937838072,0.0786199569702148
go-gin,/api/msgs,0.2319058842770117,0.0781490802764892
go-gin,/api/msgs,0.2307366676764104,0.0774531364440918
go-gin,/api/msgs,0.2278610199048216,0.0781900882720947
go-gin,/api/msgs,0.2439990347130558,0.0783512592315673
go-gin,/api/msgs,0.3127483844749576,0.0786449909210205
go-gin,/api/msgs,0.403023681160448,0.1328301429748535
go-gin,/api/msgs,0.3349848021534851,0.0830001831054687
go-gin,/api/msgs,0.2342257123686975,0.0787446498870849
go-gin,/api/msgs,0.2332546457775492,0.0770313739776611
python-flask,/api/msgs,0.3554699399760463,0.1178250312805175
python-flask,/api/msgs,0.3610062178206589,0.1216001510620117
python-flask,/api/msgs,0.436023009244479,0.1141607761383056
python-flask,/api/msgs,0.3483234481864202,0.1175222396850586
python-flask,/api/msgs,0.3464542739172315,0.1168000698089599
python-flask,/api/msgs,0.3650051856254775,0.1232838630676269
python-flask,/api/msgs,0.3674052736216708,0.1216001510620117
python-flask,/api/msgs,0.3430327529246709,0.1160199642181396
python-flask,/api/msgs,0.3477635498296648,0.1168749332427978
python-flask,/api/msgs,0.3375984266189107,0.1141660213470459
python-flask,/api/msgs,0.3354245126978412,0.1156952381134033
python-flask,/api/msgs,0.3498288051409871,0.1179280281066894
python-flask,/api/msgs,0.3418790435986236,0.1174762248992919
python-flask,/api/msgs,0.3433399478108183,0.118387222290039
python-flask,/api/msgs,0.3478261958039182,0.1173610687255859
python-flask,/api/msgs,0.3613101091893895,0.1216001510620117
python-flask,/api/msgs,0.3542326011483964,0.1170539855957031
python-flask,/api/msgs,0.3616501242602225,0.1216001510620117
python-flask,/api/msgs,0.348499043235165,0.1160178184509277
python-flask,/api/msgs,0.3503388628092806,0.1179671287536621
c-sharp-razor,/api/msgs,1.1055773144290693,0.2451589107513427
c-sharp-razor,/api/msgs,0.1857818870698224,0.0622432231903076
c-sharp-razor,/api/msgs,0.2093927476039423,0.0678348541259765
c-sharp-razor,/api/msgs,0.186289812949212,0.0628800392150878
c-sharp-razor,/api/msgs,0.1897045790728952,0.0627021789550781
c-sharp-razor,/api/msgs,0.2267835444520186,0.0747761726379394
c-sharp-razor,/api/msgs,0.1816592831422664,0.0613849163055419
c-sharp-razor,/api/msgs,0.214446178671892,0.0709068775177002
c-sharp-razor,/api/msgs,0.1933619889691725,0.0636830329895019
c-sharp-razor,/api/msgs,0.2001895280462803,0.0663619041442871
c-sharp-razor,/api/msgs,0.2508750303841225,0.0627598762512207
c-sharp-razor,/api/msgs,0.1860088663761414,0.0613849163055419
c-sharp-razor,/api/msgs,0.197893214925443,0.0667688846588134
c-sharp-razor,/api/msgs,0.9365620830176906,0.2451589107513427
c-sharp-razor,/api/msgs,0.1917157259666737,0.0637249946594238
c-sharp-razor,/api/msgs,0.1891895178383149,0.0609261989593505
c-sharp-razor,/api/msgs,0.1857588885211497,0.0627031326293945
c-sharp-razor,/api/msgs,0.1930773077304479,0.0635702610015869
c-sharp-razor,/api/msgs,0.7439146376505048,0.2451589107513427
c-sharp-razor,/api/msgs,0.7437113470231222,0.2451589107513427
javascript-express,/api/msgs,0.1355308509670293,0.0448651313781738
javascript-express,/api/msgs,0.1716502577319261,0.0561671257019043
javascript-express,/api/msgs,0.2368498104820558,0.0788958072662353
javascript-express,/api/msgs,0.1321609791086756,0.0438771247863769
javascript-express,/api/msgs,0.137095800619079,0.0457761287689209
javascript-express,/api/msgs,0.1747010873598355,0.0561671257019043
javascript-express,/api/msgs,0.1695089831494554,0.0564229488372802
javascript-express,/api/msgs,0.1298698952373342,0.0439770221710205
javascript-express,/api/msgs,0.1665752889007304,0.0438671112060546
javascript-express,/api/msgs,0.1313530918997684,0.0436301231384277
javascript-express,/api/msgs,0.1399347785023791,0.0457069873809814
javascript-express,/api/msgs,0.1693735114087076,0.0561671257019043
javascript-express,/api/msgs,0.2121254205799232,0.0561671257019043
javascript-express,/api/msgs,0.1304524980469067,0.0440120697021484
javascript-express,/api/msgs,0.1310742060917391,0.0435328483581543
javascript-express,/api/msgs,0.1660880530534996,0.0561671257019043
javascript-express,/api/msgs,0.1659107925967191,0.0561671257019043
javascript-express,/api/msgs,0.1307788306249335,0.0434601306915283
javascript-express,/api/msgs,0.1332404177768464,0.0441091060638427
javascript-express,/api/msgs,0.1415896745019719,0.0469810962677001
rust-actix,/api/fllws/user,0.2785388429734325,0.0947439670562744
rust-actix,/api/fllws/user,0.3180459464141448,0.0911192893981933
rust-actix,/api/fllws/user,0.3337844808763746,0.1122560501098632
rust-actix,/api/fllws/user,0.3279699301350547,0.1121830940246582
rust-actix,/api/fllws/user,0.2757449329284326,0.0934357643127441
rust-actix,/api/fllws/user,0.2663238537080586,0.0916800498962402
rust-actix,/api/fllws/user,0.3887546885562186,0.1321940422058105
rust-actix,/api/fllws/user,0.2709739610010046,0.0926239490509033
rust-actix,/api/fllws/user,0.3258448155054338,0.1105058193206787
rust-actix,/api/fllws/user,0.284956060922127,0.0969710350036621
rust-actix,/api/fllws/user,0.3249546048771207,0.110994815826416
rust-actix,/api/fllws/user,0.332672251103304,0.1132497787475586
rust-actix,/api/fllws/user,0.3871043455166045,0.1140453815460205
rust-actix,/api/fllws/user,0.2790042389916605,0.09495210647583
rust-actix,/api/fllws/user,0.3252400660803686,0.1111319065093994
rust-actix,/api/fllws/user,0.2810070565344629,0.0959880352020263
